GeneID	Max_3_UTR
EP300	1120
EP400	2786
EPAS1	2036
EPB41	3278
EPB41L1	3458
EPB41L2	1250
EPB41L3	1202
EPB41L4A	2370
EPB41L4B	2579
EPB41L5	4233
EPC1	1346
EPC2	1191
EPCAM	406
EPDR1	1736
EPG5	4857
EPHA10	2395
EPHA2	877
EPHA3	2631
EPHA4	2525
EPHA5	4550
EPHA6	12830
EPHA7	3404
EPHA8	1853
EPHB1	1344
EPHB2	7929
EPHB4	895
EPHB6	188
EPHX1	213
EPHX2	1041
EPHX4	251
EPM2A	2189
EPM2AIP1	6210
EPN1	14175
EPN2	2460
EPOP	1649
EPOR	776
EPPK1	661
EPRS1	205
EPS15	2436
EPS15L1	1674
EPS8	1180
EPS8L1	308
EPS8L2	745
ERAL1	507
ERAP1	2389
ERAP2	2110
ERBB2	964
ERBB3	1451
ERBB4	7897
ERBIN	4013
ERC1	5840
ERC2	2965
ERCC1	2340
ERCC2	237
ERCC3	305
ERCC4	4000
ERCC5	97
ERCC6	4343
ERCC6L	348
ERCC6L2	5238
ERCC8	782
ERF	903
ERFE	1835
ERFL	678
ERG28	1763
ERGIC1	1865
ERGIC2	3802
ERGIC3	129
ERH	409
ERI1	3303
ERI2	1382
ERI3	540
ERICH1	1824
ERICH2	424
ERICH5	276
ERLEC1	849
ERLIN1	2036
ERLIN2	4305
ERMAP	1758
ERMARD	86
ERMP1	2571
ERN1	4845
ERO1A	3654
ERO1B	3414
ERP29	1052
ERP44	3423
ERRFI1	1482
ERV3-1	855
ERVMER34-1	1275
ESCO1	1058
ESCO2	1850
ESD	159
ESF1	551
ESPL1	162
ESR2	856
ESRP1	1541
ESRP2	1254
ESRRA	773
ESRRB	1115
ESS2	3916
ESYT1	813
ESYT2	3209
ESYT3	3909
ETAA1	2050
ETF1	2211
ETFA	1205
ETFB	55
ETFBKMT	5121
ETFDH	1095
ETFRF1	830
ETHE1	130
ETNK1	5710
ETNK2	1194
ETNPPL	430
ETS1	3599
ETS2	2064
ETV1	4634
ETV2	18
ETV3	3649
ETV4	672
ETV5	2324
ETV6	4330
EVA1B	264
EVA1C	196
EVC	3267
EVI5	5224
EVI5L	1273
EVL	497
EWSR1	359
EXD2	2919
EXD3	131
EXO1	465
EXO5	383
EXOC1	590
EXOC1L	137
EXOC2	1516
EXOC3	390
EXOC4	1231
EXOC5	8101
EXOC6	1138
EXOC6B	3477
EXOC7	2654
EXOC8	2814
EXOG	1942
EXOSC1	535
EXOSC10	98
EXOSC2	1119
EXOSC3	1145
EXOSC4	46
EXOSC5	258
EXOSC6	4303
EXOSC7	131
EXOSC8	314
EXOSC9	164
EXPH5	4101
EXT1	346
EXT2	7693
EXTL2	2047
EXTL3	4729
EYA1	1906
EYA2	710
EYA3	4121
EYA4	3322
EZH1	2256
EZH2	262
EZR	1165
F11R	3659
F12	153
F2R	2266
F2RL1	1513
F3	1294
F8	1807
F8A1	570
FA2H	1218
FAAH	269
FAAH2	263
FAAP100	927
FAAP20	1010
FAAP24	1541
FABP5	207
FADD	928
FADS1	2781
FADS2	1664
FADS3	287
FAF1	4411
FAF2	3123
FAH	739
FAHD1	1002
FAHD2A	3658
FAHD2B	467
FAIM	291
FAM102A	2609
FAM102B	4169
FAM104A	2324
FAM104B	1052
FAM106A	1727
FAM107B	2632
FAM110A	586
FAM110B	2361
FAM110C	2793
FAM111A	1533
FAM111B	1113
FAM114A1	2181
FAM114A2	2827
FAM117A	922
FAM117B	3992
FAM118A	1549
FAM118B	853
FAM120A	1674
FAM120AOS	4278
FAM120B	2308
FAM120C	4899
FAM122A	4537
FAM122B	2572
FAM122C	1807
FAM124A	2979
FAM126A	11932
FAM126B	7551
FAM131A	1304
FAM131B	3149
FAM131C	667
FAM133B	1523
FAM135A	1252
FAM136A	1312
FAM13A	2578
FAM13B	2308
FAM13C	1484
FAM149A	3302
FAM149B1	3484
FAM155B	2551
FAM156B	690
FAM160A1	7748
FAM160A2	160
FAM160B1	3174
FAM160B2	1979
FAM161A	1606
FAM161B	1979
FAM162A	2502
FAM162B	399
FAM167A	2894
FAM168A	6257
FAM168B	4576
FAM169A	3885
FAM171A1	1269
FAM171A2	517
FAM171B	3135
FAM172A	3261
FAM174A	555
FAM174B	2006
FAM174C	450
FAM177A1	2154
FAM184A	339
FAM185A	822
FAM186B	99
FAM189A1	3086
FAM189A2	669
FAM189B	576
FAM193A	800
FAM193B	393
FAM199X	6122
FAM200A	385
FAM200B	1495
FAM204A	12931
FAM207A	185
FAM20A	2360
FAM20B	4429
FAM20C	791
FAM210A	3132
FAM210B	2374
FAM214A	832
FAM214B	1103
FAM216A	247
FAM217B	3584
FAM219A	2779
FAM219B	2626
FAM220A	963
FAM221A	485
FAM222A	1206
FAM222B	2289
FAM227A	8006
FAM228B	282
FAM229A	162
FAM229B	2002
FAM234A	1070
FAM234B	2818
FAM241A	8317
FAM241B	533
FAM24B	168
FAM32A	1090
FAM3A	651
FAM3C	1609
FAM43A	938
FAM49B	2548
FAM50A	221
FAM50B	527
FAM53B	3949
FAM53C	2769
FAM71E1	167
FAM72A	1099
FAM72B	1094
FAM72C	1062
FAM76A	2534
FAM76B	2607
FAM78A	2743
FAM78B	4690
FAM81A	2175
FAM83B	3091
FAM83D	585
FAM83G	2567
FAM83H	1987
FAM86B1	1499
FAM86B2	487
FAM86C1	1589
FAM89A	904
FAM89B	663
FAM8A1	3375
FAM90A1	561
FAM91A1	2745
FAM92A	3229
FAM98A	1115
FAM98B	3050
FAM98C	205
FAN1	1541
FANCA	1148
FANCB	161
FANCC	2652
FANCD2	669
FANCE	756
FANCF	2152
FANCG	269
FANCI	799
FANCL	521
FANCM	881
FAR1	3571
FAR2	1821
FARP1	6854
FARP2	715
FARS2	153
FARSA	268
FARSB	4971
FAS	2939
FASN	804
FASTK	103
FASTKD1	1316
FASTKD2	4384
FASTKD3	275
FASTKD5	256
FAT1	797
FAT3	5359
FAT4	1163
FAU	50
FAXC	10002
FAXDC2	1823
FBF1	1148
FBH1	314
FBL	79
FBLIM1	1927
FBLL1	124
FBLN1	713
FBLN5	812
FBN1	2676
FBN2	1545
FBRS	1164
FBRSL1	1408
FBXL12	625
FBXL14	754
FBXL15	142
FBXL16	1774
FBXL17	2682
FBXL18	5977
FBXL19	1552
FBXL2	2462
FBXL20	8796
FBXL3	1884
FBXL4	5742
FBXL5	1341
FBXL6	99
FBXL8	353
FBXO10	1654
FBXO11	1197
FBXO16	317
FBXO17	1206
FBXO2	306
FBXO21	4095
FBXO22	9408
FBXO25	9162
FBXO27	1389
FBXO28	4671
FBXO3	6163
FBXO30	6603
FBXO31	4300
FBXO32	5485
FBXO33	3142
FBXO34	1084
FBXO36	2234
FBXO38	688
FBXO4	748
FBXO41	4299
FBXO42	3829
FBXO44	2053
FBXO45	4740
FBXO46	1054
FBXO48	4786
FBXO5	625
FBXO6	500
FBXO7	300
FBXO8	752
FBXO9	3041
FBXW11	2549
FBXW2	7584
FBXW4	626
FBXW5	492
FBXW7	2336
FBXW8	2975
FBXW9	299
FCF1	3689
FCGBP	163
FCGRT	308
FCHO2	2431
FCHSD1	2195
FCHSD2	2045
FCSK	593
FDFT1	699
FDPS	56
FDX1	2415
FDX2	440
FDXACB1	865
FDXR	319
FECH	6334
FEM1A	7408
FEM1B	4614
FEM1C	3398
FEN1	733
FER	9264
FERMT1	2327
FERMT2	1105
FES	217
FEZ1	3213
FEZ2	901
FEZF2	401
FGD1	654
FGD4	5517
FGD6	4770
FGF11	1790
FGF12	4617
FGF13	18122
FGF2	5839
FGF5	4675
FGF9	3060
FGFBP3	1608
FGFR1	2489
FGFR1OP	12739
FGFR1OP2	1914
FGFR2	1526
FGFR3	1609
FGFR4	467
FGFRL1	1550
FGGY	224
FH	270
FHAD1	713
FHDC1	2972
FHIT	4948
FHL1	1399
FHL2	3566
FHL3	634
FHOD1	246
FHOD3	689
FIBIN	1922
FIBP	233
FICD	1734
FIG4	165
FIGN	6935
FIGNL1	7942
FILIP1	4050
FILIP1L	549
FIP1L1	1412
FIS1	333
FITM2	3784
FIZ1	1073
FJX1	914
FKBP10	804
FKBP11	425
FKBP14	4147
FKBP15	5071
FKBP1A	1094
FKBP1B	616
FKBP3	598
FKBP4	2162
FKBP5	6418
FKBP7	2105
FKBP8	405
FKBP9	1579
FKBPL	23
FKRP	1636
FKTN	6031
FLAD1	320
FLCN	1792
FLG	534
FLI1	2278
FLII	320
FLJ44635	1497
FLNA	317
FLNB	1487
FLNC	750
FLOT1	406
FLOT2	1221
FLRT2	30930
FLRT3	2571
FLT1	4151
FLT3	777
FLT4	1685
FLVCR1	4072
FLYWCH1	2480
FLYWCH2	232
FMC1	623
FMN1	8766
FMN2	1030
FMNL1	449
FMNL2	1920
FMNL3	9404
FMR1	2296
FN1	1114
FN3K	440
FN3KRP	841
FNBP1	3351
FNBP1L	3535
FNBP4	927
FNDC1	665
FNDC10	1322
FNDC3A	2383
FNDC3B	4193
FNDC4	559
FNDC5	2341
FNIP1	2970
FNIP2	3505
FNTA	499
FNTB	1337
FOCAD	325
FOPNL	1793
FOS	805
FOSB	2166
FOSL1	1239
FOSL2	4868
FOXA1	1812
FOXA2	849
FOXA3	738
FOXB1	1501
FOXC1	1786
FOXC2	885
FOXD1	696
FOXD2	1067
FOXD3	632
FOXD4	568
FOXE1	1680
FOXF1	2336
FOXF2	743
FOXG1	1527
FOXI3	1419
FOXJ2	2666
FOXJ3	3170
FOXK1	8977
FOXK2	3102
FOXM1	957
FOXN2	4375
FOXN3	6233
FOXN4	1692
FOXO1	3367
FOXO3	4947
FOXO3B	4679
FOXO4	1447
FOXO6	908
FOXP1	6429
FOXP2	3845
FOXP4	3447
FOXQ1	841
FOXRED1	436
FOXRED2	2816
FPGS	476
FPGT	3327
FRA10AC1	1942
FRAS1	3144
FRAT1	1621
FRAT2	1373
FREM1	4060
FREM2	6342
FRG1	61
FRK	11264
FRMD3	3293
FRMD4A	3329
FRMD4B	3077
FRMD5	3127
FRMD6	2696
FRMD8	2163
FRMPD3	1877
FRMPD4	3989
FRRS1	5057
FRS2	4835
FRS3	442
FRY	3664
FRYL	2064
FRZB	1572
FSCN1	1180
FSCN2	49
FSD1	288
FSD1L	5949
FSD2	3985
FST	1426
FSTL1	4658
FSTL3	1676
FSTL4	2636
FTCDNL1	3432
FTH1	441
FTL	143
FTO	10025
FTSJ1	628
FTSJ3	368
FUBP1	363
FUBP3	1329
FUCA1	633
FUCA2	894
FUNDC1	558
FUNDC2	5631
FURIN	1579
FUS	3432
FUT1	2172
FUT10	1750
FUT11	702
FUT2	1962
FUT4	4171
FUT8	1710
FUZ	284
FXN	6363
FXR1	6612
FXR2	599
FXYD1	192
FXYD5	315
FXYD6	1301
FYCO1	3861
FYN	1406
FYTTD1	5686
FZD1	4501
FZD2	1875
FZD3	11256
FZD4	5462
FZD5	4380
FZD6	1356
FZD7	2064
FZD8	1095
FZD9	336
FZR1	3497
G0S2	393
G2E3	3526
G3BP1	8693
G3BP2	2660
G6PC3	634
G6PD	609
GAA	549
GAB1	5375
GAB2	3981
GABARAP	845
GABARAPL1	1272
GABARAPL2	511
GABBR1	1314
GABPA	3227
GABPB1	3241
GABPB2	7285
GABRB3	4246
GABRE	1576
GABRR2	3203
GAD1	1266
GADD45A	636
GADD45B	655
GADD45G	474
GADD45GIP1	1088
GAK	395
GAL	187
GAL3ST4	683
GALC	1717
GALE	349
GALK1	161
GALK2	3721
GALM	1199
GALNS	704
GALNT1	2063
GALNT10	4010
GALNT11	1590
GALNT12	988
GALNT13	3766
GALNT14	555
GALNT16	3709
GALNT18	264
GALNT2	2663
GALNT3	1192
GALNT4	3399
GALNT5	7140
GALNT6	3126
GALNT7	2249
GALT	585
GAMT	860
GAN	2601
GANAB	988
GANC	1526
GAP43	600
GAPDH	200
GAPDHS	148
GAPVD1	4460
GAR1	305
GAREM1	4348
GAREM2	1405
GARNL3	405
GARS1	171
GART	754
GAS1	1379
GAS2L1	289
GAS2L3	3397
GAS6	314
GAS7	6621
GAS8	1625
GASK1A	1328
GATA2	1596
GATA3	1174
GATA4	1526
GATA6	1704
GATAD1	3512
GATAD2A	3457
GATAD2B	5451
GATB	664
GATC	3788
GATD1	3765
GATD3A	761
GATM	984
GBA	542
GBA2	609
GBE1	701
GBF1	559
GBGT1	768
GBX2	1092
GCA	2878
GCAT	247
GCC1	1385
GCC2	1784
GCDH	457
GCFC2	1959
GCH1	1999
GCHFR	358
GCLC	1414
GCLM	3789
GCN1	645
GCNA	600
GCNT1	3747
GCNT2	2760
GCSAM	2615
GCSH	920
GDAP1	2507
GDAP2	7083
GDE1	1776
GDF11	7381
GDF15	240
GDF6	2229
GDF7	7815
GDF9	407
GDI1	794
GDI2	782
GDNF	2973
GDPD1	2195
GDPD5	866
GDPGP1	3744
GEM	1052
GEMIN2	524
GEMIN4	444
GEMIN5	798
GEMIN6	3109
GEMIN7	1007
GEMIN8	2186
GEN1	7006
GeneID	0
GET1	949
GET3	218
GET4	1013
GFER	1720
GFI1	2985
GFM1	4113
GFM2	448
GFOD1	6912
GFOD2	4940
GFPT1	6408
GFPT2	865
GFRA1	7466
GFRA3	587
GGA1	852
GGA2	4047
GGA3	1679
GGACT	1965
GGCT	556
GGCX	5213
GGH	251
GGN	144
GGNBP2	434
GGPS1	1756
GGT1	165
GGT7	708
GHDC	834
GHITM	1219
GHR	3412
GID4	3161
GID8	3562
GIGYF1	2211
GIGYF2	3716
GIN1	1897
GINM1	905
GINS1	2571
GINS2	2013
GINS3	1417
GINS4	2940
GIPC1	656
GIPR	1786
GIT1	1226
GIT2	3173
GJA1	1730
GJA3	3724
GJB2	1430
GJC1	6178
GJD3	2277
GK	2717
GK5	8094
GKAP1	275
GLA	5
GLB1	436
GLB1L	473
GLB1L2	1265
GLB1L3	621
GLCCI1	2540
GLCE	2962
GLDC	552
GLE1	1130
GLG1	5726
GLI1	202
GLI2	1977
GLI3	3379
GLI4	126
GLIPR2	1663
GLIS1	385
GLIS2	2072
GLIS3	4144
GLMN	131
GLMP	356
GLO1	1368
GLOD4	863
GLRB	1650
GLRX	1108
GLRX2	159
GLRX3	279
GLRX5	588
GLS	2557
GLT8D1	360
GLT8D2	424
GLTP	1609
GLTPD2	292
GLUD1	1548
GLUD2	732
GLUL	6311
GLYCTK	2130
GLYR1	2032
GM2A	2987
GMCL1	2379
GMCL2	1212
GMDS	368
GMEB1	4578
GMEB2	2483
GMFB	3602
GMIP	486
GMNN	297
GMPPA	190
GMPPB	1835
GMPR	362
GMPR2	462
GMPS	6327
GNA11	2818
GNA12	3074
GNA13	4967
GNAI1	8686
GNAI2	994
GNAI3	7848
GNAL	4548
GNAO1	4248
GNAQ	5214
GNAS	550
GNAZ	1600
GNB1	1768
GNB1L	5485
GNB2	367
GNB3	494
GNB4	5124
GNB5	7656
GNE	2923
GNG11	2393
GNG12	3975
GNG13	677
GNG2	3107
GNG3	394
GNG4	4423
GNG5	223
GNG7	3802
GNL1	4694
GNL2	42
GNL3	218
GNL3L	6686
GNPAT	430
GNPDA1	1357
GNPDA2	1285
GNPNAT1	3117
GNPTAB	1664
GNPTG	1021
GNRH1	160
GNS	3291
GOLGA1	2254
GOLGA2	1237
GOLGA3	4190
GOLGA4	799
GOLGA5	500
GOLGA6C	3255
GOLGA6L10	2783
GOLGA6L3	16
GOLGA6L4	2765
GOLGA6L7	140
GOLGA6L9	2974
GOLGA7	1396
GOLGA7B	5877
GOLGA8A	2341
GOLGA8B	2535
GOLGA8J	3201
GOLGA8K	3200
GOLGA8N	3338
GOLGA8O	3192
GOLGA8R	3183
GOLGB1	1280
GOLIM4	1572
GOLM1	1673
GOLPH3	1495
GOLPH3L	2090
GOLT1B	2697
GON4L	925
GON7	793
GOPC	2983
GORAB	1371
GORASP1	1636
GORASP2	999
GOSR1	5213
GOSR2	3259
GOT1	676
GOT2	1039
GP1BA	459
GPAA1	90
GPALPP1	4433
GPAM	3684
GPANK1	1042
GPAT2	329
GPAT3	1106
GPAT4	3999
GPATCH1	381
GPATCH11	2980
GPATCH2	4151
GPATCH2L	12491
GPATCH3	521
GPATCH4	904
GPATCH8	2290
GPBP1	1926
GPBP1L1	951
GPC1	1785
GPC2	623
GPC3	377
GPC4	2763
GPC6	4801
GPCPD1	3221
GPD1	1792
GPD1L	2804
GPD2	3484
GPHN	870
GPI	2376
GPKOW	213
GPLD1	3197
GPM6A	1967
GPM6B	3621
GPN1	1310
GPN2	3544
GPN3	547
GPNMB	883
GPR107	5047
GPR108	397
GPR135	2982
GPR137	412
GPR137B	748
GPR137C	2597
GPR153	1984
GPR155	4543
GPR157	4113
GPR160	402
GPR161	5988
GPR162	215
GPR173	2870
GPR176	2123
GPR179	1893
GPR180	7489
GPR19	310
GPR27	1318
GPR37	2639
GPR50	27
GPR63	4346
GPR75	221
GPR85	3195
GPR89A	609
GPR89B	674
GPRASP1	980
GPRC5A	5397
GPRC5B	3808
GPRC5C	2290
GPRIN1	1005
GPRIN2	5385
GPRIN3	11396
GPS1	936
GPS2	94
GPSM1	1384
GPSM2	4603
GPSM3	599
GPT	171
GPT2	2291
GPX1	805
GPX3	857
GPX4	206
GPX8	3172
GRAMD1A	327
GRAMD1B	5193
GRAMD1C	1695
GRAMD2A	2202
GRAMD2B	1399
GRAMD4	2533
GRASP	689
GRB10	2883
GRB14	618
GRB2	2291
GRB7	534
GREB1	2333
GREB1L	3290
GREM1	13860
GREM2	3395
GRHL1	1569
GRHL3	829
GRHPR	207
GRIA3	2202
GRID1	2719
GRID2	2067
GRIK5	554
GRIN2B	25445
GRIN2D	993
GRIN3B	129
GRINA	573
GRIP1	1587
GRIP2	4555
GRIPAP1	469
GRK2	1105
GRK3	6843
GRK4	134
GRK5	4677
GRK6	1100
GRM8	1760
GRN	307
GRPEL1	1966
GRPEL2	3300
GRSF1	5078
GRTP1	703
GRWD1	3996
GSAP	650
GSC	267
GSDMB	216
GSDMD	156
GSDME	670
GSE1	3660
GSG1L	3841
GSK3A	602
GSK3B	5466
GSKIP	1605
GSN	238
GSPT1	4990
GSPT2	716
GSR	1456
GSS	395
GSTA4	516
GSTCD	2147
GSTK1	291
GSTM3	3133
GSTO1	58
GSTO2	5665
GSTP1	75
GSTZ1	401
GTDC1	2637
GTF2A1	4769
GTF2A2	1069
GTF2B	579
GTF2E1	1598
GTF2E2	712
GTF2F1	707
GTF2F2	1330
GTF2H1	1175
GTF2H3	2368
GTF2H4	122
GTF2H5	7186
GTF2I	1144
GTF2IRD1	159
GTF2IRD2	517
GTF2IRD2B	519
GTF3A	225
GTF3C1	736
GTF3C2	825
GTF3C3	1527
GTF3C4	6007
GTF3C5	522
GTF3C6	81
GTPBP1	2882
GTPBP10	6298
GTPBP2	1132
GTPBP3	1027
GTPBP4	2702
GTPBP6	323
GTPBP8	1049
GTSE1	679
GUCA1B	1530
GUCD1	2632
GUCY1A1	6825
GUCY1A2	13529
GUCY1B1	1364
GUF1	2246
GUK1	286
GULP1	1963
GUSB	210
GVQW3	7630
GXYLT1	5939
GXYLT2	1755
GYG1	4841
GYS1	1157
GZF1	2675
H1-0	1306
H1-10	489
H1-2	46
H1-3	55
H1-4	64
H2AC11	70
H2AC12	46
H2AC13	64
H2AC14	51
H2AC15	66
H2AC16	50
H2AC17	57
H2AC20	46
H2AC21	54
H2AC4	83
H2AC6	64
H2AC8	115
H2AJ	3141
H2AW	60
H2AX	1087
H2AZ1	372
H2AZ2	3254
H2BC10	55
H2BC11	53
H2BC12	388
H2BC13	46
H2BC15	67
H2BC17	47
H2BC18	543
H2BC21	1799
H2BC4	56
H2BC5	373
H2BC6	53
H2BC7	48
H2BC8	61
H2BS1	28
H2BU1	47
H3-2	2204
H3-3B	2160
H3-4	69
H3-5	573
H3C1	57
H3C10	51
H3C11	59
H3C13	45
H3C2	60
H3C3	47
H3C7	52
H4-16	52
H4C1	59
H4C11	43
H4C12	41
H4C2	44
H4C3	77
H4C4	54
H4C5	64
H4C8	61
H4C9	57
H6PD	6465
HABP4	1297
HACD1	1331
HACD2	3339
HACD3	1967
HACE1	1567
HACL1	163
HADH	817
HADHA	614
HADHB	511
HAGH	1652
HAGHL	622
HAND1	833
HAND2	1185
HAP1	2061
HAPLN2	340
HAPLN3	675
HARBI1	668
HARS1	352
HARS2	752
HAS2	1992
HAS3	2400
HASPIN	365
HAT1	333
HAUS1	207
HAUS2	3175
HAUS3	3559
HAUS4	296
HAUS5	2357
HAUS6	3201
HAUS7	212
HAUS8	143
HAX1	173
HBEGF	1437
HBP1	1097
HBQ1	70
HBS1L	4895
HCCS	1273
HCFC1	1789
HCFC1R1	242
HCFC2	3250
HCN1	6972
HCN2	684
HCN3	1384
HCN4	2621
HDAC1	581
HDAC10	322
HDAC11	1732
HDAC2	8029
HDAC3	591
HDAC4	4928
HDAC5	1622
HDAC6	1284
HDAC7	1116
HDAC8	1279
HDAC9	6351
HDDC2	795
HDDC3	1306
HDGF	1341
HDGFL2	209
HDGFL3	11516
HDHD2	1271
HDHD3	182
HDHD5	500
HDLBP	2336
HEATR1	1896
HEATR3	2210
HEATR4	121
HEATR5A	1516
HEATR5B	594
HEATR6	2554
HEBP1	437
HEBP2	9267
HECA	3696
HECTD1	812
HECTD2	2443
HECTD3	943
HECTD4	2191
HECW2	7204
HEG1	4941
HELB	187
HELLS	476
HELQ	1314
HELZ	7807
HELZ2	1159
HEMK1	15748
HERC1	462
HERC2	726
HERC3	1576
HERC4	2803
HERC5	284
HERC6	636
HERPUD1	1738
HERPUD2	1029
HES1	498
HES4	94
HES6	855
HES7	977
HEXA	3152
HEXB	112
HEXD	260
HEXIM1	1827
HEXIM2	230
HEY1	1177
HEY2	1466
HEYL	3071
HFM1	523
HGH1	1298
HGS	502
HGSNAT	3284
HHAT	1916
HHEX	878
HHIP	7313
HHLA3	405
HIBADH	771
HIBCH	1306
HIC1	4405
HIC2	4717
HID1	827
HIF1A	1318
HIF1AN	11857
HIGD1A	2362
HIGD2A	263
HIKESHI	304
HILPDA	957
HINFP	1557
HINT1	419
HINT2	93
HINT3	2566
HIP1	4873
HIP1R	1207
HIPK1	4356
HIPK2	11356
HIPK3	3453
HIRA	740
HIRIP3	1049
HIVEP1	537
HIVEP2	1637
HIVEP3	4085
HJURP	875
HK1	745
HK2	2416
HLA-A	428
HLA-B	421
HLA-C	419
HLA-DMA	248
HLA-DMB	334
HLA-DOA	2655
HLA-DOB	452
HLA-DPA1	778
HLA-DPB1	3157
HLA-DQA1	730
HLA-DQB1	772
HLA-DRB1	323
HLA-DRB5	385
HLA-E	1445
HLA-F	120
HLA-G	354
HLCS	5620
HLF	4307
HLTF	2092
HLX	353
HM13	3403
HMBOX1	2252
HMBS	265
HMCES	1359
HMCN1	1070
HMG20A	2633
HMG20B	561
HMGA1	1346
HMGA2	2998
HMGB1	4978
HMGB2	703
HMGB3	2860
HMGCL	585
HMGCLL1	1288
HMGCR	1773
HMGCS1	3660
HMGN1	796
HMGN2	1493
HMGN3	1003
HMGN4	1453
HMGN5	949
HMGXB3	935
HMGXB4	2155
HMMR	776
HMOX1	608
HMOX2	590
HMSD	1479
HMX1	644
HMX3	1691
HNF1B	940
HNMT	2233
HNRNPA0	7497
HNRNPA1	2538
HNRNPA1L2	330
HNRNPA2B1	2411
HNRNPA3	4551
HNRNPAB	539
HNRNPC	2086
HNRNPCL1	30
HNRNPD	1656
HNRNPDL	2319
HNRNPF	1019
HNRNPH1	781
HNRNPH3	1141
HNRNPK	1323
HNRNPL	351
HNRNPLL	2212
HNRNPM	257
HNRNPR	5763
HNRNPU	4152
HNRNPUL1	1221
HNRNPUL2	2668
HOGA1	1138
HOMER1	3372
HOMER2	730
HOMER3	241
HOMEZ	3152
HOOK1	3356
HOOK2	278
HOOK3	12033
HOXA1	1800
HOXA10	1293
HOXA11	1638
HOXA13	3826
HOXA2	371
HOXA3	1724
HOXA4	699
HOXA5	782
HOXA6	261
HOXA7	1189
HOXA9	1164
HOXB13	2024
HOXB2	411
HOXB3	1463
HOXB4	1214
HOXB5	951
HOXB6	661
HOXB7	608
HOXB8	855
HOXB9	1742
HOXC10	831
HOXC11	2229
HOXC13	1287
HOXC4	824
HOXC5	867
HOXC6	860
HOXC8	1387
HOXC9	661
HOXD1	764
HOXD10	705
HOXD11	611
HOXD13	1213
HOXD3	823
HOXD4	283
HOXD8	1082
HOXD9	760
HP1BP3	4530
HPCAL1	795
HPCAL4	3887
HPDL	414
HPF1	107
HPGD	1906
HPRT1	590
HPS1	1365
HPS3	1509
HPS4	2349
HPS5	1211
HPS6	233
HPSE	2882
HRAS	513
HRK	5322
HROB	584
HS1BP3	1168
HS2ST1	5285
HS3ST3A1	2164
HS3ST3B1	3757
HS3ST4	1436
HS6ST1	2681
HS6ST2	2207
HS6ST3	6363
HSBP1	8316
HSBP1L1	370
HSCB	430
HSD11B1L	576
HSD11B2	547
HSD17B1	275
HSD17B10	145
HSD17B11	759
HSD17B12	1363
HSD17B4	337
HSD17B6	447
HSD17B7	397
HSD17B8	176
HSD3B7	1319
HSDL1	2490
HSDL2	1860
HSF1	389
HSF2	898
HSF4	155
HSP90AA1	969
HSP90AB1	289
HSP90B1	263
HSPA12A	3588
HSPA13	2500
HSPA14	3417
HSPA1A	259
HSPA1B	381
HSPA1L	427
HSPA2	466
HSPA4	2012
HSPA4L	7858
HSPA5	1738
HSPA8	244
HSPA9	2277
HSPB1	118
HSPB11	89
HSPB6	955
HSPB8	887
HSPBAP1	345
HSPBP1	384
HSPD1	461
HSPE1	189
HSPG2	1071
HSPH1	2344
HTATIP2	577
HTATSF1	330
HTR1D	1190
HTR6	1597
HTR7	1705
HTRA1	547
HTRA2	570
HTRA3	961
HTT	3900
HUNK	4879
HUS1	2067
HUWE1	1212
HYAL2	338
HYAL3	413
HYKK	2974
HYLS1	377
HYOU1	1404
HYPK	2619
IAH1	1397
IARS1	597
IARS2	405
IBA57	6743
IBTK	1437
ICA1	737
ICA1L	6382
ICAM1	1327
ICAM3	80
ICAM4	415
ICAM5	161
ICE1	889
ICE2	4024
ICMT	3886
ICOSLG	6038
ID1	672
ID2	776
ID3	489
ID4	2985
IDE	2759
IDH1	851
IDH2	1219
IDH3A	2935
IDH3B	355
IDH3G	380
IDI1	2034
IDNK	349
IDS	5757
IDUA	170
IER2	1052
IER3	736
IER3IP1	3341
IER5	3013
IER5L	1285
IFFO1	1521
IFFO2	4280
IFI16	248
IFI27	162
IFI27L1	140
IFI27L2	17
IFI30	205
IFI35	156
IFI44L	4335
IFI6	316
IFIH1	125
IFIT1	2774
IFIT2	1895
IFIT3	839
IFIT5	2348
IFITM1	158
IFITM2	244
IFNAR1	4314
IFNAR2	2946
IFNGR1	546
IFNGR2	558
IFNLR1	3654
IFRD1	1683
IFRD2	458
IFT122	241
IFT140	516
IFT172	54
IFT20	396
IFT22	4219
IFT27	99
IFT43	522
IFT46	387
IFT52	361
IFT57	1664
IFT74	4136
IFT81	1203
IFT88	390
IFTAP	104
IGBP1	341
IGDCC3	1781
IGDCC4	2523
IGF1R	7087
IGF2BP1	6700
IGF2BP2	2400
IGF2BP3	2152
IGF2R	6417
IGFBP2	330
IGFBP4	1141
IGFBP5	4645
IGFBP6	172
IGFBP7	543
IGFBPL1	2689
IGFL4	709
IGFLR1	825
IGFN1	552
IGHMBP2	869
IGIP	753
IGSF1	950
IGSF3	2913
IGSF8	285
IGSF9	303
IGSF9B	658
IK	150
IKBIP	1680
IKBKB	1673
IKBKG	584
IKZF2	7658
IKZF3	8074
IKZF4	3103
IKZF5	2973
IL10RB	863
IL11	1624
IL11RA	402
IL12A	459
IL12RB2	1319
IL13RA1	2678
IL15RA	888
IL17D	1143
IL17RA	5873
IL17RB	485
IL17RC	27
IL17RD	6410
IL17RE	1064
IL18BP	1273
