GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
MIR4264	0	0	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0	0	0
MIR4270	0	0	0	0	0	0	0	0	0	0
MIR4271	0	0	0	0	1	0	1	0	0	0
MIR4272	0	0	0	0	0	0	0	0	0	0
MIR4273	0	0	0	0	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0	0	0
MIR4276	0	0	0	0	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0	0	0
MIR4279	0	0	0	0	0	0	0	0	0	0
MIR4280	0	0	0	0	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0	0	0	0	0
MIR4284	0	0	0	0	4	1	4	3	3	2
MIR4285	0	0	0	0	0	0	0	0	0	0
MIR4286	0	0	0	0	0	0	0	0	0	0
MIR4287	0	0	0	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0	0	0
MIR429	0	0	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0	0	0
MIR4290HG	0	0	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0	0	0
MIR4292	0	0	0	0	34	19	28	29	38	14
MIR4293	0	0	0	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0	0	0	0
MIR4295	0	0	0	0	0	0	0	0	0	0
MIR4296	0	0	0	0	0	0	0	3	0	0
MIR4297	0	0	0	0	0	2	0	1	0	0
MIR4298	0	0	0	0	0	0	0	0	0	0
MIR4299	0	0	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0	0	0
MIR4300HG	0	0	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0	0	0
MIR4306	0	0	0	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0	0	0
MIR4307HG	0	0	0	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0	0	0
MIR4311	0	0	0	0	0	0	0	1	0	0
MIR4312	0	0	0	0	1	2	1	1	2	0
MIR4313	0	0	0	0	0	0	0	0	0	0
MIR4314	0	0	0	0	0	0	2	2	0	1
MIR4315-1	0	0	0	0	0	0	0	0	0	0
MIR4315-2	0	0	0	0	0	0	0	0	0	0
MIR4316	0	0	0	0	0	0	0	0	0	0
MIR4317	0	0	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0	0	0
MIR4320	0	0	0	0	0	0	0	0	0	0
MIR4321	0	0	0	0	0	1	1	2	1	1
MIR4322	0	0	0	0	2	0	0	0	0	0
MIR4323	0	0	0	0	0	0	0	0	0	0
MIR4324	0	0	0	0	0	2	1	2	1	0
MIR4325	0	0	0	0	4	0	0	0	0	0
MIR4326	0	0	0	0	1	1	4	2	0	1
MIR4327	0	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0	0
MIR4329	0	0	0	0	0	0	0	2	0	0
MIR433	0	0	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0	1	0
MIR4420	0	0	0	0	0	0	0	0	0	0
MIR4421	0	0	0	0	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0	0	0	0	0
MIR4422HG	0	0	0	0	0	0	0	0	0	0
MIR4423	0	0	0	0	0	0	0	0	0	0
MIR4424	0	0	0	0	0	0	0	0	1	0
MIR4425	0	0	0	0	0	0	0	0	0	0
MIR4426	0	10	16	26	4542	4426	3483	4210	4162	2252
MIR4427	0	0	0	0	0	0	0	0	0	0
MIR4428	0	0	0	0	0	0	1	0	0	0
MIR4429	0	0	0	0	0	0	0	1	0	0
MIR4430	0	0	0	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0	0	0	0	0
MIR4432HG	0	0	0	0	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0	0	0	0	0
MIR4434	0	0	0	0	3	2	0	1	0	0
MIR4435-1	0	0	0	0	0	0	0	0	0	0
MIR4435-2	0	0	0	0	0	0	0	0	0	0
MIR4435-2HG	8	14	16	18	541	571	421	717	816	258
MIR4436A	0	0	0	0	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0	0	0
MIR4436B2	0	0	0	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	0	0	0	0
MIR4438	0	0	0	0	0	0	0	0	0	0
MIR4439	0	0	0	0	0	0	0	0	0	0
MIR4440	0	0	0	0	1	0	0	0	0	0
MIR4441	0	0	0	0	0	0	0	0	0	0
MIR4442	0	0	2	0	97	95	108	212	311	49
MIR4443	0	0	0	0	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0	0	0	0	0
MIR4444-2	0	0	0	0	0	0	0	0	0	0
MIR4445	0	0	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0	0	0
MIR4447	0	0	0	0	0	0	0	0	0	0
MIR4448	0	0	0	0	0	0	0	0	0	0
MIR4449	19	0	0	0	1	1	1	0	3	0
MIR4450	0	0	0	0	0	0	0	0	0	0
MIR4451	0	0	0	0	0	0	0	0	0	0
MIR4452	0	0	0	0	0	0	0	0	0	0
MIR4453	0	0	0	0	0	0	0	0	0	0
MIR4453HG	0	0	0	0	89	86	27	105	107	47
MIR4454	0	0	0	0	0	0	0	2	1	0
MIR4455	0	0	0	0	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0	0	0
MIR4458	0	0	0	0	0	0	0	0	0	0
MIR4458HG	0	0	0	14	356	490	393	483	607	146
MIR4460	0	0	0	0	0	0	0	0	0	0
MIR4462	0	0	0	0	0	0	0	0	0	0
MIR4463	0	0	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0	0	0
MIR4467	0	0	0	0	0	2	3	4	5	1
MIR4468	0	0	0	0	0	0	0	0	0	0
MIR4469	0	0	0	0	0	0	0	0	0	0
MIR4470	0	0	0	0	0	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0
MIR4473	0	0	0	0	0	0	0	0	0	0
MIR4474	0	0	0	0	0	0	0	0	0	0
MIR4475	0	0	0	0	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0	0	0	0	0
MIR4477A	0	0	0	0	0	0	0	0	0	0
MIR4477B	0	0	0	0	0	0	0	0	0	0
MIR4478	0	0	0	0	0	0	0	0	0	0
MIR4479	0	0	0	0	2	10	5	12	17	1
MIR448	0	0	0	0	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0	0	0	0	0
MIR4481	0	0	0	0	0	0	0	0	0	0
MIR4482	0	0	0	0	0	0	1	6	2	0
MIR4483	0	0	0	0	0	0	0	0	0	0
MIR4484	0	0	0	0	2	0	0	0	0	0
MIR4485	0	0	0	0	0	0	0	0	0	0
MIR4486	0	0	0	0	0	0	0	0	0	0
MIR4487	0	0	0	0	0	0	0	0	0	0
MIR4488	0	0	0	0	0	0	0	0	0	0
MIR4489	0	0	0	0	0	0	0	0	1	2
MIR4490	0	0	0	0	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0	0	0
MIR4492	0	1	0	0	1	0	0	2	4	0
MIR4493	0	0	0	0	0	0	0	0	0	0
MIR4494	0	0	0	0	0	0	0	0	0	0
MIR4495	0	0	0	0	0	0	0	0	0	0
MIR4496	0	0	0	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	0	0	0	0
MIR4498	0	0	0	0	0	0	0	0	0	0
MIR4499	0	0	0	0	0	0	0	0	0	0
MIR449A	0	0	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0
MIR4500	0	0	0	0	0	0	0	0	0	0
MIR4500HG	0	0	0	0	0	0	0	0	0	0
MIR4501	0	0	0	0	0	0	0	0	0	0
MIR4502	0	0	0	0	1	0	1	2	2	0
MIR4503	0	0	0	0	0	0	0	0	0	0
MIR4504	0	0	0	0	0	0	0	0	0	0
MIR4505	0	0	0	0	0	0	0	0	1	2
MIR4506	0	0	0	0	0	0	0	0	0	0
MIR4507	0	0	0	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0
MIR450B	0	0	0	0	0	2	0	0	0	0
MIR4510	0	0	0	0	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0	0	0	0	0
MIR4512	0	0	0	0	1	6	0	1	2	0
MIR4513	0	0	0	0	0	3	0	0	4	0
MIR4514	0	0	0	0	0	0	0	0	0	0
MIR4515	0	0	0	0	2	1	0	1	0	1
MIR4516	0	0	0	0	0	4	0	0	2	0
MIR4517	0	0	0	0	22	17	9	31	14	8
MIR4518	0	0	0	0	0	0	0	0	0	0
MIR4519	0	0	0	0	0	0	0	2	0	1
MIR451A	0	0	0	0	0	0	0	0	0	0
MIR451B	0	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0	0
MIR4520-1	0	0	0	0	0	0	0	0	0	0
MIR4520-2	0	0	0	0	0	0	0	0	0	0
MIR4521	0	8	4	20	0	0	0	0	0	0
MIR4522	0	0	0	0	0	0	0	0	0	0
MIR4523	0	0	0	0	45	54	50	93	96	24
MIR4524A	0	0	0	0	0	0	0	0	0	0
MIR4524B	0	0	0	0	0	0	0	0	0	0
MIR4525	0	0	0	0	0	0	0	0	0	0
MIR4526	0	0	0	0	0	0	0	0	0	0
MIR4527	0	0	0	0	0	0	0	0	0	0
MIR4527HG	0	0	0	0	0	0	0	0	0	0
MIR4528	0	0	0	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	0	0	0
MIR4530	0	0	0	0	0	6	0	0	2	0
MIR4531	0	0	0	0	0	0	0	2	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0
MIR4534	0	0	0	0	2	2	2	5	4	0
MIR4535	0	0	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0	0	0
MIR4536-2	0	0	0	0	0	0	0	0	0	0
MIR4537	0	0	0	0	0	0	0	0	0	0
MIR4538	0	0	0	0	0	0	0	0	0	0
MIR4539	0	0	0	0	0	0	0	0	0	0
MIR454	0	0	0	0	2	4	0	2	2	0
MIR4540	0	0	0	0	0	0	0	0	0	0
MIR455	0	0	0	0	0	3	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0
MIR4633	0	0	0	0	0	3	0	0	0	0
MIR4634	0	0	0	0	0	0	1	0	0	0
MIR4635	0	0	0	0	0	0	0	3	0	1
MIR4636	0	0	0	0	0	0	0	0	0	0
MIR4637	0	0	0	0	0	0	0	0	0	0
MIR4638	0	0	0	0	0	0	0	0	0	0
MIR4639	0	0	0	0	2	2	2	0	0	0
MIR4640	0	0	0	0	2	4	0	1	0	0
MIR4641	0	0	0	0	0	0	0	0	0	0
MIR4642	0	0	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0	0	0
MIR4644	0	0	0	0	0	0	0	0	0	0
MIR4645	0	0	0	0	0	0	0	0	0	0
MIR4646	0	0	0	0	0	0	0	0	0	0
MIR4647	0	0	0	0	0	0	0	0	0	0
MIR4648	0	0	0	0	0	0	0	0	2	0
MIR4649	0	0	0	0	0	0	0	0	0	0
MIR4650-1	0	0	0	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0	0	0
MIR4651	0	0	0	0	0	0	0	0	3	1
MIR4652	0	0	0	0	3	0	0	0	0	0
MIR4653	0	0	0	0	0	0	1	4	1	1
MIR4654	0	0	0	0	0	0	0	0	0	0
MIR4655	0	0	0	0	0	0	0	0	0	0
MIR4656	0	0	0	0	2	0	0	0	0	0
MIR4657	0	0	0	0	0	0	0	0	0	0
MIR4658	0	0	0	0	0	0	0	0	0	0
MIR4659A	0	0	0	0	0	0	0	0	0	0
MIR4659B	0	0	0	0	0	0	0	0	0	0
MIR466	0	0	0	0	0	0	0	0	0	0
MIR4660	0	0	0	0	0	0	0	0	0	0
MIR4661	0	0	0	0	0	0	0	0	0	0
MIR4662A	0	0	0	0	0	0	0	0	0	0
MIR4662B	0	0	0	0	0	0	0	0	0	0
MIR4663	0	0	0	0	0	0	0	0	0	0
MIR4664	0	0	0	0	4	5	11	15	14	0
MIR4665	0	0	0	0	0	0	0	0	0	0
MIR4666A	0	0	0	0	1	5	0	0	0	2
MIR4666B	0	0	0	0	0	0	0	0	0	0
MIR4667	0	0	0	0	0	0	0	0	0	0
MIR4668	0	0	0	0	0	0	1	0	0	0
MIR4669	0	0	0	0	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0
MIR4672	0	0	0	0	0	0	0	0	0	0
MIR4673	0	0	0	0	0	0	0	0	0	0
MIR4674	0	0	0	0	5	2	4	20	13	8
MIR4675	0	0	0	0	0	0	0	0	0	0
MIR4676	0	0	0	0	0	0	0	0	0	0
MIR4677	0	0	0	0	0	1	1	1	3	0
MIR4678	0	0	0	0	0	0	0	0	0	0
MIR4679-1	0	0	0	0	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0	0	0	0	0
MIR4680	0	0	0	0	0	0	0	0	0	0
MIR4681	0	0	0	0	0	0	0	0	0	0
MIR4682	0	0	0	0	0	0	0	0	0	0
MIR4683	0	0	0	0	0	0	0	0	0	0
MIR4684	0	0	0	0	0	0	0	0	0	0
MIR4685	0	2	2	0	0	0	2	0	0	0
MIR4686	0	0	0	0	0	0	0	0	0	0
MIR4687	0	0	0	0	0	0	0	0	0	0
MIR4688	0	0	0	0	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0	1	0	0
MIR4690	0	0	0	0	0	0	0	0	0	0
MIR4691	0	0	0	0	6	3	4	10	4	0
MIR4692	0	0	0	0	0	0	0	0	0	0
MIR4693	0	0	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	0	0	0	0	0
MIR4697	0	0	0	0	0	0	0	0	0	0
MIR4697HG	0	0	0	0	438	424	219	412	417	141
MIR4698	0	0	0	0	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0	0
MIR4701	0	0	0	0	0	1	1	2	3	0
MIR4703	0	0	0	0	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0	0	0	0	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0	0
MIR4708	0	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0	0	0	0	0
MIR4711	0	0	0	0	0	0	0	0	0	0
MIR4712	0	0	0	0	31	40	14	35	17	23
MIR4713	0	0	0	0	0	0	0	0	0	0
MIR4713HG	0	0	0	0	0	2	0	3	3	1
MIR4714	0	0	0	0	0	0	0	0	0	0
MIR4715	0	0	0	0	0	0	0	0	0	0
MIR4716	0	0	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0	0	0	0
MIR4718	0	0	0	0	0	0	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0	0	0
MIR4720	0	0	0	0	19	21	4	15	6	13
MIR4721	0	0	0	0	0	0	0	0	0	0
MIR4722	0	0	0	0	0	0	0	0	0	0
MIR4723	0	0	0	0	0	0	0	0	0	0
MIR4724	0	0	0	0	0	0	0	0	0	0
MIR4725	0	0	0	0	0	0	0	0	0	0
MIR4726	0	0	0	0	0	0	1	2	1	1
MIR4727	0	0	0	0	0	0	0	2	0	0
MIR4728	0	0	0	0	2	2	1	0	3	0
MIR4729	0	0	0	0	0	0	0	0	0	0
MIR4730	0	0	0	0	1	0	0	2	1	0
MIR4731	0	0	0	0	0	0	0	0	0	0
MIR4732	0	0	0	0	0	0	0	1	1	0
MIR4733	0	0	0	0	0	0	0	0	1	0
MIR4734	0	0	0	0	0	0	1	1	0	0
MIR4735	0	0	0	0	0	0	0	0	0	0
MIR4736	0	0	0	0	2	0	0	0	0	0
MIR4737	0	0	0	0	0	0	0	0	0	0
MIR4738	0	0	0	0	1	0	0	0	0	0
MIR4739	0	0	0	0	0	0	0	0	0	0
MIR4740	0	0	0	0	0	0	6	3	21	3
MIR4741	0	0	0	0	0	0	0	0	0	0
MIR4742	0	0	0	0	0	1	0	0	0	0
MIR4743	0	0	0	0	0	0	0	0	0	0
MIR4744	0	0	0	0	2	0	0	0	0	0
MIR4745	0	0	0	0	0	0	0	0	0	0
MIR4746	0	0	0	0	5	8	3	7	9	0
MIR4747	0	0	0	0	0	0	0	0	1	0
MIR4748	0	0	0	0	0	0	0	0	3	0
MIR4749	0	0	0	0	0	0	0	0	0	0
MIR4750	0	0	0	0	0	0	0	1	0	0
MIR4751	0	0	0	0	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0	0	0	0	0
MIR4753	0	0	0	0	0	0	0	0	0	0
MIR4754	0	0	0	0	2	2	1	2	2	0
MIR4755	0	0	0	0	0	0	0	0	0	0
MIR4756	0	0	0	0	0	0	0	0	0	0
MIR4757	0	0	0	0	0	0	0	0	1	0
MIR4758	0	0	0	0	0	0	0	0	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0	0	0	0
MIR4761	0	0	0	0	1	2	0	0	0	0
MIR4762	0	0	0	0	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0	0	0	0	0
MIR4764	0	0	0	0	0	0	0	0	0	0
MIR4765	0	0	0	0	0	0	0	0	0	0
MIR4766	0	0	0	0	2	2	0	0	4	2
MIR4767	0	0	0	0	0	0	0	0	0	0
MIR4768	0	0	0	0	1	0	0	0	1	2
MIR4769	0	0	0	0	0	0	0	0	0	0
MIR4770	0	0	0	0	0	0	0	0	0	0
MIR4771-1	0	0	0	0	0	0	0	0	0	0
MIR4771-2	0	0	0	0	0	0	0	0	0	0
MIR4772	0	0	0	0	0	0	0	0	0	0
MIR4773-1	0	0	0	0	0	0	0	0	0	0
MIR4773-2	0	0	0	0	0	0	0	0	0	0
MIR4774	0	0	0	0	0	0	0	0	0	0
MIR4775	0	0	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0	0	0	0	0
MIR4777	0	0	0	0	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0	0	0	0	0
MIR4779	0	0	0	0	0	0	0	0	0	0
MIR4780	0	0	0	0	0	0	0	0	0	0
MIR4781	0	0	0	0	0	0	0	0	0	0
MIR4782	0	0	0	0	0	0	0	0	0	0
MIR4783	0	0	0	0	0	0	0	0	0	0
MIR4784	0	0	0	0	2	9	4	14	10	3
MIR4785	0	0	0	0	1	2	8	4	30	4
MIR4786	0	0	0	0	1	1	0	4	3	0
MIR4787	0	0	0	0	0	0	0	0	0	0
MIR4788	0	0	0	0	0	0	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0	0
MIR4790	0	0	0	0	0	0	0	0	0	0
MIR4791	0	0	0	0	0	0	0	0	0	0
MIR4793	0	0	0	0	0	0	0	0	0	1
MIR4794	0	0	0	0	0	0	0	0	0	0
MIR4795	0	0	0	0	0	0	0	0	0	0
MIR4796	0	0	0	0	0	0	0	0	0	0
MIR4797	0	0	0	0	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0	0	0	0	0
MIR4799	0	0	0	0	0	0	0	1	0	0
MIR4800	0	0	0	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0	0	0	0
MIR4802	0	0	0	0	0	0	0	0	0	0
MIR4803	0	0	0	0	0	0	0	0	0	0
MIR4804	0	0	0	0	0	0	0	0	0	0
MIR483	0	0	0	0	0	0	0	0	0	0
MIR484	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	0	0	0
MIR486-1	0	0	0	0	0	0	0	0	0	0
MIR486-2	0	0	0	0	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0	0	0	0	0
MIR488	0	0	0	0	0	0	0	0	0	0
MIR489	0	0	0	0	0	0	0	0	0	0
MIR490	0	0	0	0	0	0	0	0	0	0
MIR491	0	0	0	0	0	0	2	0	0	0
MIR492	0	0	0	0	1	0	0	0	0	1
MIR493	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	0	0	0	0	0	0	0	0
MIR495	0	0	0	0	0	0	0	0	0	0
MIR496	0	0	0	0	0	0	0	0	0	0
MIR497	0	0	0	0	0	0	0	0	0	0
MIR497HG	0	0	0	0	16	18	11	19	11	7
MIR498	0	0	0	0	0	0	0	0	0	0
MIR4999	0	0	0	0	0	1	0	0	0	0
MIR499A	0	0	0	0	0	0	0	0	0	0
MIR499B	0	0	0	0	0	0	0	0	0	0
MIR5000	0	0	0	0	0	0	0	0	0	0
MIR5001	0	0	0	0	0	0	0	0	0	0
MIR5002	0	0	0	0	0	0	0	0	0	0
MIR5003	0	0	0	0	0	0	0	0	0	0
MIR5004	0	0	0	0	0	1	0	3	2	0
MIR5006	0	0	0	0	0	0	0	2	0	0
MIR5007	0	0	0	0	0	0	0	0	0	0
MIR5008	0	0	0	0	0	0	0	0	0	0
MIR5009	0	0	0	0	1	0	0	0	0	0
MIR500A	0	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0
MIR501	0	0	0	0	0	0	0	0	0	0
MIR5010	0	0	0	0	10	14	3	2	6	2
MIR5011	0	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0	0	0
MIR503	0	0	0	0	2	0	1	6	3	2
MIR503HG	0	0	0	0	46	49	14	46	39	23
MIR504	0	0	0	0	0	0	0	0	0	0
MIR5047	0	0	0	0	469	391	220	321	221	156
MIR505	0	0	0	0	0	0	0	0	1	0
MIR506	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0	0
MIR5087	0	0	0	0	3	0	2	7	2	1
MIR5088	0	0	0	0	0	0	0	0	0	0
MIR5089	0	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0	0
MIR5090	0	0	0	0	1	2	0	1	4	2
MIR5091	0	0	0	0	0	0	0	3	0	1
MIR5092	0	0	0	0	0	0	0	0	0	0
MIR5093	0	0	0	0	0	0	0	0	0	0
MIR5094	0	0	0	0	4	0	0	4	2	0
MIR510	0	0	0	0	0	0	0	0	0	0
MIR5100	0	0	0	0	0	0	0	0	0	0
MIR511	0	0	0	0	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0	0	0	0	0
MIR513A1	0	0	0	0	0	0	0	0	0	0
MIR513A2	0	0	0	0	0	0	0	0	0	0
MIR513B	0	0	0	0	0	0	0	0	0	0
MIR513C	0	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0	0
MIR5186	0	0	0	0	0	0	0	0	0	0
MIR5187	0	0	0	0	4	4	1	3	4	3
MIR5188	0	0	0	0	0	0	0	2	0	0
MIR5189	0	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0	0	0	0	0
MIR5190	0	0	0	0	0	0	0	0	0	0
MIR5191	0	0	0	0	0	0	0	0	0	0
MIR5192	0	0	0	0	0	0	0	0	2	0
MIR5193	0	0	0	0	0	0	0	0	1	0
MIR5194	0	0	0	0	0	0	0	0	0	0
MIR5195	0	0	0	0	0	0	0	0	0	0
MIR5196	0	0	0	0	0	0	0	0	0	0
MIR5197	0	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0	0	0	0	0
MIR522	0	0	0	0	0	0	0	0	0	0
MIR523	0	0	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0	0	0
MIR525	0	0	0	0	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0	0
MIR532	0	0	0	0	0	0	0	0	0	0
