GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
LOC102725080	0	0	0	0	0	0	0	0	0	0
LOC102725121	0	0	0	0	5	6	2	2	3	3
LOC102725191	0	0	0	0	1	0	0	2	0	1
LOC102725254	0	0	0	0	2	5	1	8	0	1
LOC103021295	0	0	0	0	47	58	14	51	28	56
LOC103171574	0	0	0	0	6	8	0	1	0	4
LOC103344931	0	0	0	0	137	134	69	125	121	90
LOC103352541	0	0	0	0	0	0	0	0	0	0
LOC103611081	0	0	0	0	64	80	44	101	86	29
LOC103908604	0	0	0	0	0	0	0	1	0	0
LOC103908605	0	0	18	12	161	215	55	109	104	67
LOC104054148	0	0	0	0	0	0	0	0	0	0
LOC104613533	0	0	0	0	0	0	0	2	0	0
LOC104968399	0	0	0	0	20	2	1	2	5	4
LOC105274304	0	0	0	0	9	12	6	0	11	9
LOC105369140	0	0	0	0	2	0	1	3	2	2
LOC105369146	0	0	0	0	0	0	0	0	0	0
LOC105369147	22	18	8	12	31	45	18	17	21	21
LOC105369187	0	0	0	0	0	0	0	0	0	0
LOC105369199	0	0	0	0	4	5	0	2	4	2
LOC105369201	0	1	0	10	23	15	10	8	12	14
LOC105369209	0	0	0	0	0	0	0	0	0	0
LOC105369212	0	0	0	10	25	20	4	17	12	0
LOC105369266	0	0	0	0	0	0	0	0	0	0
LOC105369274	0	0	0	0	0	0	0	0	0	0
LOC105369306	0	0	0	0	15	3	0	7	4	4
LOC105369332	0	0	0	0	24	32	1	7	13	6
LOC105369391	0	0	0	0	2	0	0	0	0	2
LOC105369438	0	0	0	0	0	2	0	0	0	0
LOC105369507	0	0	0	0	2	0	0	0	0	0
LOC105369509	0	0	0	0	0	2	0	4	3	0
LOC105369532	0	0	0	0	0	0	0	1	0	0
LOC105369595	0	0	0	0	0	0	0	0	0	0
LOC105369632	0	0	0	0	26	17	3	19	16	14
LOC105369691	0	0	0	0	2	0	0	0	1	1
LOC105369728	0	0	0	0	0	1	0	1	14	2
LOC105369747	0	0	0	0	0	0	0	0	0	0
LOC105369781	0	0	0	0	4	6	1	7	2	1
LOC105369879	0	0	0	0	0	0	0	0	0	0
LOC105369911	0	0	0	0	0	0	0	1	3	0
LOC105369921	0	0	0	0	0	1	2	0	2	0
LOC105369945	0	0	0	0	0	0	0	0	0	0
LOC105369980	0	0	0	0	0	0	0	0	0	0
LOC105370024	0	0	0	0	0	0	0	0	0	0
LOC105370068	0	0	0	0	0	0	0	0	0	0
LOC105370203	0	0	16	0	63	60	8	22	44	27
LOC105370295	0	0	0	0	10	24	12	2	10	6
LOC105370361	0	0	0	0	0	0	0	0	2	0
LOC105370362	0	0	0	0	0	0	0	0	0	0
LOC105370401	0	0	0	0	0	2	0	0	0	1
LOC105370457	0	0	0	0	0	0	0	0	0	0
LOC105370473	0	0	0	0	0	0	0	0	0	0
LOC105370489	0	0	0	0	0	0	0	1	0	0
LOC105370586	0	0	0	0	0	0	0	0	0	0
LOC105370619	0	0	0	0	0	0	0	0	0	0
LOC105370622	0	0	0	0	2	0	0	0	0	0
LOC105370687	0	0	0	0	54	83	24	40	45	47
LOC105370697	0	0	0	0	0	2	2	4	2	1
LOC105370708	0	2	0	0	17	22	11	14	6	11
LOC105370757	0	0	0	0	6	0	1	2	12	0
LOC105370792	0	0	0	0	6	2	0	0	0	0
LOC105370802	0	0	0	0	0	0	0	0	0	0
LOC105370829	0	0	0	0	0	0	0	0	0	0
LOC105370941	0	0	0	0	17	14	14	25	29	16
LOC105370943	0	0	0	0	3	7	1	3	0	0
LOC105370954	0	0	0	0	0	0	0	0	0	0
LOC105370980	0	0	0	0	0	0	0	0	0	0
LOC105371031	0	0	0	0	2	2	0	2	2	0
LOC105371038	0	0	12	0	18	12	6	4	6	12
LOC105371046	0	0	0	0	11	4	0	0	1	0
LOC105371049	0	0	0	0	10	8	10	10	4	11
LOC105371083	0	0	0	0	38	37	13	32	23	16
LOC105371215	0	0	0	0	0	1	0	2	0	4
LOC105371267	0	0	0	0	8	6	5	9	14	11
LOC105371328	0	0	0	0	0	1	4	0	3	1
LOC105371335	0	0	0	0	0	0	0	0	0	0
LOC105371414	0	0	0	0	72	54	15	115	52	42
LOC105371430	0	0	0	0	0	1	0	0	0	0
LOC105371433	0	0	0	6	2	4	2	4	3	2
LOC105371458	0	0	0	0	0	0	0	0	0	0
LOC105371485	0	0	0	0	6	7	0	0	3	0
LOC105371566	0	0	0	0	5	3	0	3	6	0
LOC105371592	0	0	0	0	19	12	18	12	2	19
LOC105371703	0	0	0	0	0	2	0	1	6	0
LOC105371730	0	0	8	0	59	70	34	30	67	22
LOC105371763	0	0	0	16	107	94	41	94	126	48
LOC105371789	0	0	0	0	2	3	0	1	0	1
LOC105371795	0	0	0	0	4	4	0	1	6	1
LOC105371814	0	0	4	0	124	119	46	90	85	74
LOC105371824	0	0	0	0	0	0	0	0	0	0
LOC105371849	0	0	0	0	39	27	12	34	39	18
LOC105371855	0	0	0	0	4	2	0	0	0	0
LOC105371880	0	0	0	0	0	0	0	0	0	1
LOC105371899	0	0	0	12	1	3	4	6	0	1
LOC105371910	0	0	0	0	4	8	4	4	12	0
LOC105371925	0	0	0	0	8	11	4	18	4	5
LOC105371998	0	0	0	8	72	82	26	52	45	27
LOC105372028	0	0	0	0	0	0	0	0	0	0
LOC105372038	0	0	0	0	0	0	0	2	0	0
LOC105372068	0	0	0	0	0	0	0	0	0	0
LOC105372069	0	0	0	0	1	0	0	0	0	0
LOC105372071	0	0	0	0	0	0	0	0	0	0
LOC105372179	0	0	0	0	0	0	0	0	0	0
LOC105372273	0	0	0	0	26	16	4	44	26	14
LOC105372383	0	0	0	0	88	85	51	83	97	146
LOC105372397	0	0	0	0	5	17	1	3	10	3
LOC105372440	0	0	0	0	6	8	1	10	13	1
LOC105372441	0	0	0	0	0	2	0	0	0	0
LOC105372480	50	50	52	70	117	167	53	73	79	76
LOC105372483	0	0	0	0	10	13	6	8	18	5
LOC105372493	0	0	0	0	7	6	4	6	2	4
LOC105372582	0	0	0	0	59	86	26	73	65	58
LOC105372631	0	0	0	0	11	9	2	4	8	3
LOC105372633	0	0	0	0	2	2	2	2	3	2
LOC105372653	0	0	0	0	7	8	0	1	7	2
LOC105372672	0	0	0	0	1	0	0	0	2	2
LOC105372695	0	0	0	0	0	0	0	0	0	0
LOC105372795	0	0	0	0	19	5	12	16	14	6
LOC105372977	0	0	0	0	0	0	0	0	0	0
LOC105372990	0	0	0	0	2	4	4	0	6	0
LOC105373021	0	0	0	0	29	21	4	26	9	19
LOC105373031	0	0	0	0	2	12	4	5	2	5
LOC105373044	0	0	0	0	9	21	4	9	34	13
LOC105373051	0	0	0	0	0	0	0	1	0	0
LOC105373064	0	0	0	0	20	13	0	6	28	14
LOC105373100	0	0	0	0	0	0	2	0	0	0
LOC105373156	0	0	0	0	0	0	0	0	0	0
LOC105373159	0	0	0	0	152	179	52	123	137	88
LOC105373311	0	0	0	0	4	28	6	2	11	11
LOC105373338	0	0	0	0	0	0	0	0	0	0
LOC105373352	0	0	0	0	0	2	0	0	0	0
LOC105373378	0	0	0	0	0	1	0	0	0	2
LOC105373383	0	0	0	0	51	67	18	24	44	22
LOC105373394	0	0	0	0	0	0	0	0	0	0
LOC105373496	0	0	0	0	5	0	2	2	0	1
LOC105373553	0	0	0	0	8	8	0	7	10	14
LOC105373562	0	0	0	0	16	16	3	12	13	17
LOC105373609	0	0	0	0	0	0	0	0	0	0
LOC105373656	0	4	0	0	36	18	7	19	12	13
LOC105373759	0	0	0	0	6	9	8	12	4	6
LOC105373782	0	0	0	0	0	0	0	0	0	0
LOC105373805	0	0	0	0	2	0	0	0	0	0
LOC105373876	0	0	0	0	0	0	0	0	0	0
LOC105373878	0	0	0	0	1	1	0	4	2	1
LOC105374042	0	0	0	0	4	0	0	0	0	2
LOC105374060	0	0	0	0	0	0	0	0	0	0
LOC105374194	0	0	0	0	0	0	0	0	0	0
LOC105374297	0	0	0	0	51	35	8	11	35	17
LOC105374312	0	0	0	0	1	0	1	1	0	1
LOC105374313	0	0	2	2	0	0	0	0	0	0
LOC105374338	0	0	0	0	7	13	0	9	12	9
LOC105374344	0	0	0	0	0	0	0	0	0	0
LOC105374378	0	0	0	0	0	3	0	1	1	0
LOC105374389	0	0	0	0	0	0	0	0	0	0
LOC105374428	0	0	0	0	0	0	0	0	0	0
LOC105374454	0	0	0	0	15	11	6	18	14	8
LOC105374516	0	0	0	0	0	0	0	0	0	0
LOC105374620	0	0	0	0	0	0	0	0	0	0
LOC105374704	0	0	0	0	0	0	0	0	0	0
LOC105374727	0	8	0	6	58	42	17	19	31	20
LOC105374820	0	0	0	0	0	0	0	0	0	0
LOC105374952	0	0	0	0	17	33	3	12	19	16
LOC105374960	0	0	0	0	0	0	0	0	0	0
LOC105374972	0	0	0	0	0	0	0	0	0	0
LOC105374988	0	0	0	0	4	10	2	2	4	1
LOC105375075	0	0	0	0	0	0	0	0	0	0
LOC105375115	0	0	0	0	0	0	0	0	0	0
LOC105375131	0	0	0	0	0	0	0	0	6	0
LOC105375166	0	0	0	0	1	2	0	3	0	0
LOC105375218	0	0	0	0	0	0	0	0	0	0
LOC105375297	0	0	0	0	0	0	0	0	0	0
LOC105375304	0	0	0	0	57	31	38	54	50	54
LOC105375401	0	0	0	0	9	1	4	5	7	4
LOC105375423	0	0	0	0	0	0	0	0	0	0
LOC105375429	0	0	0	0	2	0	0	0	0	0
LOC105375483	0	0	0	0	0	0	0	0	0	0
LOC105375504	0	0	0	0	0	0	0	0	0	0
LOC105375512	0	0	0	0	0	0	0	0	0	0
LOC105375545	0	0	0	0	0	1	0	4	0	0
LOC105375556	0	0	0	0	0	0	0	0	0	0
LOC105375690	0	0	0	0	77	65	22	77	60	44
LOC105375713	0	0	0	0	2	1	1	0	8	2
LOC105375744	0	0	0	0	0	0	0	2	0	0
LOC105375773	0	0	0	0	0	0	0	0	0	0
LOC105375787	0	0	0	0	0	0	0	0	0	0
LOC105375800	0	16	0	0	15	0	3	12	14	1
LOC105375843	0	0	0	0	0	0	0	0	0	0
LOC105375972	0	0	0	0	0	0	0	0	0	0
LOC105376114	8	0	2	0	45	54	12	32	39	40
LOC105376194	0	0	0	0	0	0	0	0	0	0
LOC105376271	0	0	0	0	3	2	0	0	0	1
LOC105376306	0	0	0	0	24	32	20	9	8	5
LOC105376331	0	0	0	0	0	0	0	0	0	0
LOC105376353	0	0	0	0	0	0	0	2	0	0
LOC105376360	0	0	0	0	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0	0	0	0	0
LOC105376453	0	0	0	0	2	2	2	2	2	3
LOC105376731	0	0	0	0	0	1	4	5	0	0
LOC105376772	0	0	0	0	1	0	2	2	1	0
LOC105376805	0	0	8	4	106	105	56	87	105	78
LOC105376917	0	0	0	0	0	0	0	0	0	0
LOC105376975	0	0	0	0	0	2	0	0	0	0
LOC105377102	0	0	0	0	1	4	0	4	4	3
LOC105377143	0	0	0	0	0	0	0	0	0	0
LOC105377146	0	0	0	0	0	0	0	0	0	0
LOC105377162	0	0	0	0	0	0	0	0	0	0
LOC105377213	0	0	0	0	1	5	2	2	11	5
LOC105377267	0	0	0	0	0	0	0	0	0	0
LOC105377342	0	0	0	0	0	2	0	1	1	0
LOC105377448	0	0	0	0	2	0	0	0	2	0
LOC105377458	0	0	0	0	0	0	0	0	0	0
LOC105377480	0	0	0	0	0	0	0	0	0	0
LOC105377590	0	0	0	0	9	7	0	3	6	3
LOC105377621	0	0	0	0	5	20	14	13	8	5
LOC105377623	0	0	0	0	8	6	4	4	11	1
LOC105377651	0	0	0	0	0	2	0	0	4	1
LOC105377752	0	0	0	0	1	0	0	0	0	0
LOC105377763	4	0	0	0	44	36	15	39	17	13
LOC105377777	0	0	0	0	0	0	0	12	0	0
LOC105377879	0	0	0	0	0	1	0	0	0	1
LOC105377924	0	0	0	0	0	0	0	0	0	0
LOC105377967	0	0	0	0	0	1	0	3	0	3
LOC105377975	0	0	0	0	0	0	0	0	0	0
LOC105378047	0	0	0	0	0	0	0	1	0	0
LOC105378052	0	0	0	0	4	0	0	0	0	0
LOC105378068	0	0	0	0	0	0	0	0	0	0
LOC105378098	0	0	0	0	0	0	0	0	0	0
LOC105378123	0	0	0	0	0	0	0	0	0	0
LOC105378127	0	0	0	0	0	0	0	0	0	0
LOC105378137	0	0	0	0	0	0	0	0	0	0
LOC105378146	0	0	0	0	0	0	0	0	0	0
LOC105378183	0	0	0	0	0	0	0	0	0	0
LOC105378230	0	0	0	0	2	1	0	0	1	0
LOC105378269	0	0	0	0	2	0	0	0	0	0
LOC105378292	0	0	0	0	0	0	0	0	0	0
LOC105378305	0	0	0	0	0	0	0	0	0	0
LOC105378311	0	0	0	0	0	0	0	0	0	0
LOC105378330	0	0	0	0	0	0	0	0	0	0
LOC105378367	0	0	0	0	0	0	0	1	0	0
LOC105378430	0	0	0	0	0	0	0	0	0	0
LOC105378479	0	0	0	0	0	0	0	2	0	0
LOC105378577	0	0	0	0	4	4	0	7	6	8
LOC105378586	0	0	0	0	9	5	3	4	9	2
LOC105378591	0	0	0	0	0	0	0	1	0	0
LOC105378614	0	0	0	0	0	1	1	1	2	0
LOC105378663	0	0	0	0	0	0	0	0	0	0
LOC105378933	0	0	0	0	0	0	0	0	0	0
LOC105378979	0	0	0	0	0	0	0	0	0	0
LOC105379030	0	0	0	0	0	0	0	0	0	0
LOC105379143	0	0	0	0	1	4	3	4	10	1
LOC105379152	0	0	0	0	130	107	52	74	80	91
LOC105379176	0	0	0	0	0	2	0	0	0	0
LOC105379183	0	0	0	0	5	0	0	5	3	3
LOC105379192	0	0	0	0	0	0	0	0	0	0
LOC105379194	0	1	0	0	8	1	0	2	4	2
LOC105379252	0	0	0	0	0	0	0	0	0	0
LOC105379331	0	0	0	0	0	0	0	0	0	0
LOC105379393	0	0	0	0	0	0	0	0	0	0
LOC105379443	0	0	0	0	0	0	0	1	1	0
LOC105379450	0	0	0	0	0	0	0	0	0	0
LOC105379477	0	0	2	0	4	3	0	12	6	4
LOC105379514	0	0	0	0	0	0	0	0	0	0
LOC105379550	0	0	0	0	0	3	0	0	2	0
LOC105379807	0	0	0	0	22	30	8	11	18	11
LOC105447645	0	0	0	0	7	7	0	4	12	4
LOC105747689	0	0	0	0	25	14	5	16	24	9
LOC106660606	0	0	0	0	34	29	5	11	17	19
LOC106699570	0	0	0	0	16	9	3	7	5	8
LOC106780825	0	0	0	0	0	0	0	0	0	0
LOC107001062	0	0	0	0	0	0	0	0	0	0
LOC107105282	0	0	0	0	2	0	2	2	16	0
LOC107984035	0	2	0	4	84	66	14	34	37	25
LOC107984036	0	0	6	0	55	40	26	35	42	39
LOC107984132	0	0	0	0	0	0	0	0	0	0
LOC107984208	0	0	0	0	0	2	0	0	0	0
LOC107984236	0	0	0	0	5	2	2	8	0	1
LOC107984265	0	0	0	0	7	17	3	19	7	14
LOC107984282	0	0	0	0	13	24	9	12	8	8
LOC107984341	0	0	0	1	1	2	0	1	2	2
LOC107984399	0	0	0	0	0	0	0	0	0	0
LOC107984507	21	8	9	6	24	47	23	26	13	38
LOC107984703	0	0	0	0	2	1	0	0	0	0
LOC107984784	0	0	0	0	0	0	0	0	0	0
LOC107984813	0	0	0	0	13	29	1	6	15	4
LOC107984974	64	44	91	116	1235	1586	339	867	1150	860
LOC107985033	0	0	0	0	0	0	0	0	0	0
LOC107985184	0	0	0	0	21	12	4	9	10	2
LOC107985246	4	0	0	1	57	54	19	42	48	52
LOC107985355	0	0	0	0	0	8	2	2	3	6
LOC107985544	0	0	0	0	12	29	4	38	14	14
LOC107985770	0	0	0	0	27	27	15	33	44	43
LOC107985820	0	0	0	0	0	0	0	0	0	0
LOC107985856	0	0	0	0	0	0	0	0	0	0
LOC107985911	6	2	0	4	45	71	14	46	52	38
LOC107985939	0	0	0	0	152	203	70	191	148	68
LOC107985946	0	0	0	36	62	77	11	18	19	24
LOC107986163	0	0	0	0	15	20	9	11	11	9
LOC107986453	0	0	0	0	0	0	0	0	0	0
LOC107986794	0	0	0	0	0	0	2	0	0	0
LOC107986845	0	0	0	0	0	0	0	0	0	0
LOC107986876	0	0	0	0	6	4	0	13	4	3
LOC107987389	0	0	0	0	0	2	1	0	1	0
LOC108783645	0	0	0	0	7	7	2	8	13	5
LOC108783654	0	0	0	0	175	184	104	95	84	111
LOC110091768	0	0	0	0	1	12	1	4	3	6
LOC110091776	0	0	0	0	1	0	1	0	0	2
LOC110091777	14	0	8	0	2	2	0	0	0	0
LOC110117498-PIK3R3	0	0	0	0	0	0	0	0	0	0
LOC110384692	0	0	0	0	0	0	0	0	0	0
LOC112267871	34	40	92	59	26	29	9	28	8	18
LOC112267881	0	0	0	0	1	0	0	0	0	0
LOC112267934	0	0	0	0	0	0	0	0	0	0
LOC112267983	0	0	0	0	31	49	11	42	30	35
LOC112268068	0	0	0	0	0	0	0	0	0	0
LOC112268114	0	0	0	0	3	3	1	0	0	1
LOC112268117	0	0	0	0	0	0	0	0	0	0
LOC112268124	0	2	2	1	44	47	27	26	43	50
LOC112268140	0	0	0	0	12	2	2	4	0	8
LOC112268173	0	0	0	0	0	0	0	0	0	0
LOC112268354	0	0	0	0	0	0	0	0	0	0
LOC112268355	0	0	0	0	0	0	0	0	0	0
LOC112543491	0	0	0	0	38	20	7	51	19	31
LOC112577516	0	0	0	0	0	0	0	0	0	0
LOC112577592	0	0	0	0	0	0	0	0	0	0
LOC112694756	0	0	0	8	51	61	18	32	43	32
LOC114483834	0	0	0	0	4	3	1	2	0	0
LOC114841035	0	1	0	10	14	25	3	14	9	5
LOC114841037	0	0	0	0	0	0	0	0	0	0
LOC114841040	0	0	0	0	9	22	6	6	21	7
LOC115308161	0	0	0	0	0	1	0	0	2	1
LOC115995503	0	0	0	0	0	0	0	2	0	0
LOC143666	0	0	0	0	100	148	59	81	96	56
LOC145474	0	0	0	0	0	0	1	4	2	0
LOC145694	0	0	0	4	31	11	3	35	45	15
LOC145783	0	6	0	0	35	16	11	25	12	16
LOC145845	0	0	0	0	0	0	0	1	0	0
LOC148696	0	0	0	0	2	2	0	4	1	0
LOC148709	0	0	2	0	21	8	8	5	12	6
LOC149373	0	0	0	0	0	0	0	0	0	0
LOC149684	0	0	0	0	0	0	0	0	0	0
LOC150051	2	0	0	18	174	169	77	99	99	81
LOC150935	0	0	0	0	0	0	0	0	0	0
LOC152048	0	1	0	0	66	67	33	31	23	35
LOC153684	0	0	2	0	62	46	25	31	49	43
LOC153910	0	0	0	0	4	2	0	2	0	0
LOC154449	0	0	0	0	0	0	0	0	0	0
LOC154761	0	6	0	0	6	2	0	4	2	1
LOC155060	0	8	0	0	182	157	89	171	122	56
LOC157273	0	0	0	0	0	0	0	0	0	0
LOC158434	0	0	0	0	0	0	0	0	0	0
LOC158435	0	0	0	0	2	1	1	0	0	1
LOC171391	0	0	0	4	152	156	66	87	110	67
LOC200772	0	0	0	0	0	0	0	0	0	0
LOC202181	2	8	4	40	203	199	68	192	231	111
LOC220729	0	0	2	15	201	215	93	205	219	127
LOC221946	0	0	0	0	3	4	2	0	0	2
LOC254028	0	0	0	0	0	0	0	0	0	0
LOC254896	8	0	0	0	29	27	14	13	13	16
LOC257396	0	0	0	0	120	148	68	81	83	61
LOC283028	0	0	0	0	7	4	6	6	6	2
LOC283038	0	0	0	0	7	5	3	8	0	5
LOC283045	0	0	0	0	0	0	1	0	2	2
LOC283177	0	0	0	0	0	0	0	0	3	0
LOC283194	0	0	0	0	0	0	0	0	0	0
LOC283214	0	0	0	1	0	0	0	0	0	0
LOC283299	0	0	0	0	0	2	0	1	0	4
LOC283335	0	0	0	14	144	152	46	103	143	79
LOC283387	0	0	0	0	13	3	1	27	18	4
LOC283665	0	0	0	0	0	0	0	0	6	0
LOC283683	0	0	0	2	84	79	35	95	119	70
LOC283710	0	0	0	0	3	0	5	2	6	0
LOC283731	1	1	0	0	1	0	0	2	2	5
LOC283788	0	0	10	2	292	313	104	307	264	177
LOC283856	0	0	0	0	0	0	0	2	2	1
LOC283922	0	0	0	22	133	130	55	125	115	79
LOC284009	0	0	0	0	19	22	4	12	21	5
LOC284191	0	0	0	0	0	0	0	0	0	0
LOC284240	0	0	0	0	0	9	0	0	0	2
LOC284241	0	0	0	0	12	10	1	5	4	0
LOC284344	0	0	0	0	7	8	4	0	0	0
LOC284379	0	0	0	0	0	0	0	0	1	0
LOC284395	0	0	0	0	20	22	7	11	20	4
LOC284412	0	0	0	0	39	28	5	30	53	10
LOC284454	0	0	1	0	97	83	35	52	79	36
LOC284581	0	0	0	0	138	153	59	187	173	129
LOC284788	0	0	0	0	0	0	0	0	0	0
LOC284798	0	0	0	0	0	0	0	0	0	0
LOC284865	0	0	0	0	2	2	1	4	0	0
LOC284898	0	0	0	0	0	0	0	0	0	0
LOC284930	0	0	0	0	0	0	0	0	0	0
LOC284933	0	0	0	0	0	0	0	0	0	0
LOC284950	0	0	0	0	0	0	0	0	0	0
LOC285000	0	0	0	0	0	0	0	0	0	0
LOC285074	56	15	62	42	404	413	147	333	355	215
LOC285095	0	0	0	0	0	7	0	0	8	0
LOC285097	0	0	0	0	6	2	0	6	18	4
LOC285191	0	0	0	0	0	1	0	6	0	0
LOC285593	0	0	0	0	27	3	1	26	27	12
LOC285626	0	8	0	0	8	2	4	4	7	7
LOC285638	0	0	0	0	17	18	0	6	6	5
LOC285762	0	0	0	0	0	0	0	0	0	0
LOC285766	0	0	0	0	0	0	0	2	2	0
LOC285804	0	0	0	0	0	0	0	0	0	0
LOC285819	0	0	0	0	14	3	2	10	7	4
LOC285847	0	0	0	0	22	17	3	12	31	5
LOC285889	0	0	0	0	4	0	0	0	0	2
LOC286059	0	0	0	0	15	18	4	44	31	16
LOC286083	0	0	0	0	0	0	0	0	0	0
LOC286177	0	0	0	0	0	0	0	0	0	0
LOC286178	0	0	0	0	0	0	0	0	0	0
LOC286297	0	0	0	0	0	0	0	0	0	0
LOC286359	0	0	0	0	0	0	0	0	0	0
LOC286437	0	0	0	0	106	110	56	173	133	73
LOC338694	0	0	0	0	0	0	0	0	0	0
LOC338963	0	0	0	0	8	7	0	1	0	2
LOC339059	0	0	0	0	5	6	1	2	7	1
LOC339166	0	1	0	0	0	2	0	0	0	0
LOC339192	0	0	0	0	40	34	10	25	47	9
LOC339260	0	0	0	0	4	1	0	0	0	0
LOC339298	0	0	0	0	0	0	0	0	0	0
LOC339539	0	0	0	8	125	143	34	82	159	57
LOC339593	0	0	0	0	0	0	0	0	0	0
LOC339666	0	0	0	0	61	62	11	67	70	35
LOC339685	0	0	0	0	1	0	0	0	0	0
LOC339803	0	4	0	0	161	142	170	137	184	155
LOC339862	0	0	0	0	8	6	0	1	2	1
LOC339874	0	0	0	0	5	4	0	8	0	0
LOC339902	0	0	0	0	0	0	0	0	0	0
LOC339975	0	0	0	0	0	0	0	0	2	0
LOC340090	0	0	0	0	4	2	2	0	2	2
LOC340357	0	0	0	0	0	0	0	0	0	0
LOC340512	0	0	0	0	0	0	1	0	0	0
LOC341056	14	0	0	16	3248	2586	1232	2482	2173	2264
LOC343052	0	0	0	0	0	1	0	3	0	0
LOC344967	0	0	0	56	706	732	201	387	293	417
LOC349160	0	0	0	0	455	355	158	456	341	582
LOC374443	8	0	0	18	109	117	71	88	120	93
LOC375196	0	0	0	0	0	2	2	0	0	2
LOC388242	0	0	0	0	0	0	0	0	0	0
LOC388282	0	0	0	0	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0	0	0	0	0
LOC388780	0	0	0	0	83	103	34	52	44	32
LOC388813	0	0	0	0	0	1	0	0	0	0
LOC389199	0	0	0	0	0	0	0	0	0	0
LOC389247	0	0	0	0	1	21	2	2	4	5
LOC389602	0	0	0	0	0	0	0	0	0	0
LOC389641	24	0	2	23	196	269	72	149	164	121
LOC389705	0	0	0	0	0	0	0	0	3	5
LOC389765	0	0	0	0	109	76	48	98	102	77
LOC389831	8	4	14	0	272	179	135	323	288	215
LOC389834	0	0	0	0	226	203	108	245	233	103
LOC389895	0	0	0	0	34	49	14	27	15	17
LOC389906	0	0	0	0	0	0	0	0	0	0
LOC390705	0	0	0	0	0	0	0	0	0	0
LOC390877	0	0	0	0	0	0	0	0	0	0
LOC391322	0	0	0	0	0	0	0	0	0	0
LOC392196	0	0	0	0	0	2	0	0	6	4
LOC392232	10	0	0	0	1	2	1	0	11	5
LOC392364	0	0	0	0	1	0	0	0	0	2
LOC392452	0	0	0	0	0	0	0	0	0	0
LOC399815	2	0	0	36	182	189	66	158	125	96
LOC399975	0	0	0	0	28	35	21	33	30	31
LOC400464	0	0	0	0	43	52	9	44	26	17
LOC400499	0	0	0	0	8	11	3	10	12	10
LOC400541	0	0	0	0	0	0	0	0	0	1
LOC400553	0	0	0	0	0	0	0	2	0	0
LOC400622	0	0	0	0	0	0	0	0	0	0
LOC400627	0	0	0	0	4	6	4	2	9	7
LOC400682	0	0	0	0	2	0	3	0	0	0
LOC400684	13	2	0	0	39	54	29	39	33	15
LOC400710	0	6	0	0	17	29	4	5	14	4
LOC400867	0	0	0	0	0	0	0	0	0	0
LOC400940	0	0	0	0	0	0	0	0	0	0
LOC401021	0	0	0	0	13	27	0	11	5	9
LOC401127	0	1	0	0	493	444	208	299	333	343
LOC401176	0	0	0	0	0	0	0	0	0	0
LOC401261	0	0	0	0	87	91	38	103	123	45
LOC401312	0	0	0	0	0	0	0	0	0	0
LOC401324	0	0	0	0	0	0	0	0	0	0
LOC401357	0	0	0	0	0	0	0	0	0	0
LOC401442	0	0	0	0	0	0	0	0	0	0
LOC401463	0	0	0	0	3	2	5	3	7	3
LOC401478	0	0	0	0	0	0	0	0	0	0
LOC401557	0	0	0	0	1	0	0	0	0	0
LOC402096	0	0	0	2	3	1	6	2	7	1
LOC403312	0	0	0	0	2	0	0	0	2	2
LOC407835	10	20	0	24	1270	1350	500	694	641	844
LOC414300	0	0	0	0	2	0	0	0	0	0
LOC439933	0	0	0	0	2	0	0	2	0	0
LOC440040	0	0	0	0	0	0	0	0	0	0
LOC440084	0	0	0	0	0	0	0	0	0	0
LOC440173	0	0	0	0	72	53	31	79	89	55
LOC440300	0	2	0	0	132	96	65	88	87	73
LOC440311	4	16	36	48	7172	7536	2303	4039	3777	3626
LOC440346	0	0	0	0	3	0	0	2	0	1
LOC440570	16	21	56	42	14	2	3	9	16	5
LOC440700	0	0	0	0	3	4	2	2	8	0
LOC440895	0	0	0	0	0	0	0	0	0	0
LOC440896	0	0	0	0	2	5	2	5	7	1
LOC440910	0	0	0	0	0	0	0	0	0	0
LOC440982	0	0	0	0	0	0	0	0	0	0
LOC441052	0	0	0	0	17	14	2	5	0	8
LOC441081	0	0	0	0	5	13	3	9	13	7
LOC441086	0	6	4	0	5	8	2	8	1	2
LOC441087	0	0	0	0	12	18	7	15	17	8
LOC441155	18	16	8	16	1241	1021	575	1148	1119	710
LOC441179	0	0	0	0	0	0	0	0	0	0
LOC441204	0	0	0	0	39	46	28	62	56	27
LOC441242	0	0	8	10	59	53	22	54	46	40
LOC441455	0	0	0	0	318	257	72	238	194	144
LOC441601	0	0	0	0	0	0	0	0	0	0
LOC441666	0	0	0	0	0	0	0	0	0	0
LOC442028	0	0	0	0	0	0	0	0	0	0
LOC442132	0	0	0	0	1	0	0	0	1	0
LOC442497	0	0	0	0	0	0	0	0	0	0
LOC494127	0	1	28	6	595	518	156	448	400	347
LOC497256	0	0	0	0	0	0	0	0	0	0
LOC51145	0	0	0	0	0	0	0	0	0	1
LOC541473	0	0	0	0	17	12	4	7	8	5
LOC550113	0	0	0	0	0	0	0	0	0	0
